@relation 'datasets'

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'نريد تطبيقات لا أقوال يا تجار الدين و المسؤولية كما قال كبيركم فيما سبق الذي علمكم السحر تكليف وليس تشريف لكن الآية انقلبت نعلكم الله إلى يوم الدين',neg
'كنا متعاطفون معكم أما الأن سوف أكون أكبر معارض لكم بعتو الزعيم ابن كيران',neg
'لم يبقى هناك طبقة متوسطة ،لقد سحقتموها بسياساتكم',neg
'واضح جدا من كثرة ما انت بتفكر في الفقراء وتساعدهم',neg
'"ما بقيتيش كتبرد ليا قلبي وليتي كتنازل بزاف و هدا ليس من شيم المسلم الحقيقي ',neg
'أتمنى أن تكون رأيت السي بنكيران صور السيارات الفارهة للجماعات على الفايسبوك وتعليق المواطنين.... هذا في وقت تنادون بارشاد النفقات ورفعتم الدعم عن الشعب صندوق المقاصة....والله مابقينا فاهمين والو....!!!!!!!',neg
'و لا تزال الادارة تتماطل في إخراج لوائح التعيينات ،',neg
'إقطع العلاقة مع الجزائر يا بن كيران',neg
'ماكين غير النفاق لي خدام و صافي لاهو لا غيرو"',neg
'اشنو دار هاد بنكيران',neg
'فين هما المفسدين لي قال ليك غادي يحاربهم ؟',neg
'"باراكا من ل اشهارات الخاوية',neg
'الله يعطينا مع ديلمكم الزلزال. اللي يموت يموت اللي يعيش يعيش أو حتا وتيقة ما تبقا، المهم كلشي يرجع لنقطة الصفر."',neg
'"العقوبة ليك يا المشموت و لكل ظالم فهاد البلاد اللي كرهتونا فيها. ',neg
'ماتمشيش تشوف أبناء الشعب اللي دماياتهوم فالزنقة سايلة، أولا زرواطتك هاديك اللي ضرباتهم، نسيت.',neg
'"مقاطعة جميع خدمات الإتصال الهاتفي و يناير إحتجاجا على حظر تطبيق الواتس اب وسكايب',neg
'لقد صدق عدنبي نسوق حين قال "" دوله بحال هدي حتى انا نديرها"',neg
'شاب شعرو شاب في ريعان الشباب ',neg
'راجعوا اوراقكم فمصداقيتكم على المحك ',neg
'"دابا في المغرب كاين غير صايتي و الاشباح و صحاب البزولة و البيجيدي ',neg
'المغرب ضاع لا أمل للشباب و لامكان للطموح',neg
'إلى متى سنسكت الم يحن الوقت لرفض هذا الواقع المرير؟',neg
'كفانا استغلالا لخيرات بلادنا كفانا من القهر."',neg
'شعب حافظ مافاهمش"',neg
'ﻨﺖ ﻳﻮﻡ ﺍﻟﺜﻼﺛﺎء',neg
'و لا توجد في واقعنا المرير',neg
'"العدالة توجد فقط في الشعارات و البرامج التلفزية',neg
'هداك لي حداك  اكبر تمساح',neg
'يبقى غير ذي مصداقية ، ومن يغض الطرف عن الفاسدين ، متواطئ',neg
'معهم ، وبالتالي فهو فاسد ، لكونه خان الامانة .',neg
'من طرف من تمت عرقلتها؟ صوت عليكم الشعب للإصلاح وليس لكي تقول تمت عرقلتها...',neg
'وما هو دوركم إذن ؟',neg
'إذا لم  تستطيعو وأنتم على رئاسة الحكومة  إفتحو المجال لمن يستطع وقدمو استقالتكم خير لنا ولكم"',neg
'"#مصير_خريجي_البرنامج_الحكومي__إطار_تربوي_مسؤولية_رئيس_الحكومة',neg
'#لا_لقمع_الأطر',neg
'#لا_للتلاعب_بمصير_الأطر #نعم_للإدماج #نندد_بالقمع_الذي_تتعرض_له_الأطر_التربوية_و_الإدارية #نحن_خريجو_المدارس_العليا_للأساتذة_لنا_الحق_في_الإدماج',neg
'#لا_للقمع #المعركة_بدأت_المعركة_بدأت',neg
'#كفى_من_العبث',neg
'#لا_لتكوين_ثان_بالمراكز"',neg
'فالحقيقة من الأحسن تبقي رئيس الحكومة حيث إحساس لي عندي كيقول إلي مبقاش الحزب ديالكم فالرءاسة .. غادي توقع شي حاجة ! نتوما بعدا كتحسوا بالفقير حيث كبرتوو مع الفقراء   .. ..الله يوفقكم علي فعل الخير وتحياتي',neg
'"#مصير_خريجي_البرنامج_الحكومي__إطار_تربوي_مسؤولية_رئيس_الحكومة',neg
'#لا_لقمع_الأطر',neg
'#لا_للتلاعب_بمصير_الأطر #نعم_للإدماج #نندد_بالقمع_الذي_تتعرض_له_الأطر_التربوية_و_الإدارية #نحن_خريجو_المدارس_العليا_للأساتذة_لنا_الحق_في_الإدماج',neg
'#لا_للقمع #المعركة_بدأت_المعركة_بدأت',neg
'#كفى_من_العبث',neg
'#لا_لتكوين_ثان_بالمراكز"',neg
'لماذا لاتقبلون النقد ولو كان بنائا؟؟"',neg
'فالشعب غاضب',neg
'#صامدون صامدون لمطرح النفايات رافضون#*"',neg
'"السي بنكيران واش كتمثل الشعب ؟',neg
'الله عليك يا ولد الشعب ',neg
'علاش كاين استقرار في المغرب بلا خبار الشعب ',neg
'ممكن اسي بن كيران تجي تضرب شي دورة فسلا مورا ولا مع العصر !"',neg
'وشكون غدي تقيس الاغنياء ضحك على لي مكيعفكش',neg
'عليكم اللعنة',neg
'حزب الخراية والبراضة',neg
'غديين اصلحو الفقراء بشي مصلوح سخون لي مكواه احرقو',neg
'بحال اصلاح صندوق المقاصة بالنسبة للمحروقات',neg
'وا سير كدب على امك',neg
'المازوط راه خريتو فيه',neg
'حرف السين يدل على الفشل',neg
'هكذا قال سلفكم من قبل تشابهت قلوبكم وأقوالكم',neg
'راهم ولفوا النعاس ولخلاص',neg
'"المشكل سيد رءيس الحكومة هو انه حتى ذكر الله ما عندهومش الحق فيه',neg
'هل تعلم أن الحكومة بدأت بنية محاربة الفساد وانتهت بمحاربة المييييييييكا',neg
'وعدتنا بمحاربة الفساد ....ونجحت في محاربة الميكا .....هدا يسمى نفاق ونصب ويجب ان تعتدر للشعب',neg
'بعتو فينا وشريتو ',neg
'النهار الاول غادين بالبارتنير و دابا وليتو باغين المرسيدس و الكات كات ',neg
'تنا تصيدت فيكم المرة الاولى انشاء الله ماباقيش نعاود"',neg
' اللهم اغثنا بقنوات تساعد على توعية الأمة لا لجهلها و انحرافها... اللهم آمين ',neg
'مزبلة إيطالية ',neg
'والهدف من ذلك هدم أخلاق المجتمع وذلك من خلال برامجها التافهة والساقطة',neg
'لا اظن ان الشعب المغربي يتابع برامج 2m من الافظل اغلاقاها ولكم واسع النظر ',neg
'اتقو الله في انفسكم اليوم الدنيا وغدا الآخرة سوف تحاسبون على كل شي ',neg
'كنّا نامل في حكومة بنكيران التغيير ولاكن غيرتم جيوبكم من الاسوء الى الأفضل ',neg
'هذا عار هذا عار المغرب في خطر نريد التغيير ( زيرو حشيش زيرو بطالة زيرو خمر زيرو قرقوبي زيرو باك صاحبي زيرو رشوة زيرو أفلام اباحية زيرو موازن زيرو تبذير أموال الشعب )"',neg
'وثائق من المحكمة الأوروبية تدين الجمهورية الإيطالية وتلزمها بأداء غرامات كبيرة للإتحاد الأروربي ،حيث تعترف الجمهورية الإيطالية بخطر هذه النفايات على صحة الإنسان والبيئة ،وتدين المحكمة الأوروبية الجمهورية الإيطالية بعدم ٱلتزامها بشروط السلامة والصحة في معالجة هذه النفايات ،وهذه النفايات منذ وهي مخزنة في أماكن خاصة ولم يكن باٌستطاعة أي معمل إيطالي معالجتها ، لماذا اليوم نفايات إيطاليا بالمغرب بالضبط؟‼ بارطاجي يا مواطن وٱفضخ الخونة المفسدون،،',neg
'"واقلا هادك البنت لي خدامات في الامانة العامة ماشي بنتك ولا مافي راسكش انها بنتك',neg
'و ولدك لخدا جوج المنح ما فراسكش راه ولدك الحاصول الله ينعل لي ما يحشم ',neg
'والمسلسلات التركيه عندكوم الميزانية ديالها والله مبقيتو تحشمو رآه كاع البرنامج لى نتومه تحصرو علا عدم تصويرها لا تعنينا فشيء غير سدوها كاع وهنيونا من تبرزيتكوم مع احترامي العملين بيها أما برمجه لا علاقة لها بالمواطن المغربي',neg
'نتمنى ذالك على اعتبار أن برامج القناة لا تصلح لبلاد المسلمين وتساهم في تذني أخلاق الشباب المغربي ',neg
' انا شخصيا محمد 2002 مابقايتش تانتفرج فيها ',neg
' انا في اعتقادي انا هده القناة لا تستحق البقاء لانها خلقت خصيصا لضر ب عروبة هدا البلد. ',neg
'.أكرم للقناة إقفال أبوابها ﻷن معظم الناس يشاهدون قنوات أجنبية ',neg
' حبدا لو توقفت هده القناة بصفة نهاءية . افلام ومسلسلات مخربة للعقول . اشهار للقمار . برامج تافهة تساهم في الانحطاط الخلقي خاصة لدى الشباب ',neg
' اموال طاءلة تصرف على برامح تافهة . سرقة . تحرش . وما خفي اعظم باختصار قناة تجسد كل اوجه الانحطاط ولا علاقة لها لا من قريب ولا من بعيد مع رسالة الاعلام النبيلة ',neg
'لينا مسلسلات ركيكة كسامحيني وامثاله لاتستحق البقاء مطلقا مطلقا فمزيدا من الغرق ',neg
'. أنا شخصيا قاطعت القناة من زمان ولم يعد أحد في بيتي يشاهدها',neg
'ماذا قدمت هذه القناة للمشاهد حتى يتعاطف معها؟انها انهكت وامتصت جيوب المواطنين من دون جدوى.نريد برامج هادفة لا مائعة تدمر ثقافتنا وهويتنا.و',neg
'قناة تأسست لتحليل المجتمع المغربي وإفساده بدعم من جهات أجنبية ذات أهداف ماسونية ',neg
' سبب افساد دوزيم هو الافلام الاباحية وافساد المغاربة من بنات .نساء الا الشيوخ الكبار فيرفعون اكفهم للدعاد على جوج ميمات ميم الاولى مغرب وميم الثانية مصطي ',neg
'إن جل البرامج التي تعرضها القناة الثانية تدعوا فيه إلى السفور وإلى العري والتميع',neg
'ميزانية بالملايير و برامج اكثر من تافهة. والله لو تم النبش في كواايس هده القناة لرايتم العجب العجاب ولسمعتم ما لن يصدقه عقل . ولكن من يدري ربما انشات هده القناة اصلا لهدا الهدف . ',neg
'هذه نتيجة دعوات المغاربة على 2m. تريد افساد المجتمع وتدعم كل ما كان مخالفا لقيم المغاربة... ',neg
'تفلس القناة الثانية او لا تفلس فهي لا تصلح لشيء .فالقناة التي تكرس الجهل والامية في اوساط الشباب ببرامجها المتعفنة ومساسلاتها المكسيكيكية المدبلجة بالدارجة',neg
'تصبحون على رئيس حكومة ديال بصح ماشي دبلعاني ـ مايسة',neg
'ايها الوزير الاول أمسك وزرائك علينا فبين الفينة والأخرى تصدر منهم إشارات عنصرية غريبة جدا',neg
'"الاقدار الله الحزب اصلا والمعصرة تحكم فى البرلمان سيكون المغرب والشباب المغربى امام طريق سريع الى المجهول فى جميع المجالات خصوصا فيما يتعلق بالمخدرات لى انا الحشيش يدمّر خلايا الدماغ ويُضعف المناع',neg
'اتمنى من الوطن ان يكون غفورا رحيما.',neg
'لقد تم تمييع حقوق الانسان بالمغرب....الانسان يرتكب جرائم خطيرة ويتآمر على النظام ويروع الآمنين.... ولايلعب دور الحية والجمعيات الحقوقية تسانده!!!! ',neg
'طلقو ولاد الناس وكفى من الظلم. ما لقيتو باش تعمرو الحباسات. المجرمين والمفسدين والمرتشيين مهرقين من ما دوزتي الله يهدينا ويهديكم لما فيه الخير لهذا الوطن.',neg
'الكاتب يدعو الى بدعة جديدة : ديمقراطية القدر. ان ان اعتقاده بالقدر مشوش ',neg
'هذه القناة هي اصلا قاطعها المغاربة لانحرافها عما هو موكول لها.ففي افلاسها ليس خسارة للمغاربة بل تحررا من البرامج المدمرة',neg
'نحن نتديل الامم في كل شيء ولن نتقدم ابدا ما دمنا نحافظ على معتقدات وخرافات صحراء الحجاز منذ 1400 سنة ونحاول ان نطبقها في حياتنا اليومية في 2017، فيقو يا البشر راه الدين اللي كتدافعو عليه هو اكبر عدو لكم ',neg
'سيلعنوك أيها الملعون ',neg
'أشعر معه بعد كتابة هذه الكلامات باليأس..',neg
' لماذا العرب لا يفلحون إلا في الشعارات والتنديدات أما القرارات الموحدة والصائبة يفشلون فيها ؟ كم حلمنا بقرارات موحدة جريئة !!!لك الله يا قدس!لك الله يا فلسطين ! ',neg
' ها أنتم خرجتم و سرختم و شاهدناكم في التلفاز و ستخرجون يوم الاحد و ستقومون بنفس الشئ و السؤال المطروح مادا بعد هل هناك من يستطيع الأجابة على هدا السؤال؟؟؟؟ ',neg
' نحن بخير نتمتع بحميع حقوقنا، من حيث التعليم و الصحة... ينقصنا فقط الدفاع عن القضية الفليسطينية ',neg
' اكبر صهيوني في العالم هو الخنزير طرامب',neg
' غذا امام الله سنحاسب فماذا قدمت للقدس لاشئ غير التعليقات التافهة ',neg
' مايجري سببه حكام العرب باعوا اوطانهم لامريكاواسرائيل لكي يتركوهم علي كراسي الذهبية . ',neg
' يخي يخي كفانا هزلا وبكاءا نحن لا نصنع حتى ابرة.فقط نكثر من البكاء والصراخ والنبح كالكلاب التي لا تعض',neg
' حين نستطيع أن نكتشف ونصنع وتكون لدينا إكتفاءا ذاتيا علميا وصناعيا وثقافيا وحربيا يمكن لنا المطالبة بالحقوق والخروج للتنديد. ما عدا ذلك كل شيء ضحك على الدقون ',neg
' مجرد مزايدات سياسوية بئيسة نحن العرب بعنا القدس يوم استقبلنا ترامب في السعودية بالاحضان خوفا على كراسينا الوثيرة وقدمنا له كل ما لذ وطاب من الصهيوني الحقيقي دعونا من هذه الخرجات الصبيانية واقعنامر مر مر مر ',neg
'  حكام العرب والمسلمون هم السبب المباشر لحال فلسطين والقدس والجولان والخراب في مختلف البلدان العربية الاسلامية',neg
'  اينكم يا محتجون لحال المغاربة الذين يموتون بالبرد والعطش والجوع والمرض? ',neg
'  اجسادكم على ارض المغرب وعقولكم وبوصلتكم موجهة نحو الشرق',neg
'  خارجو رجعو سبتة و مليلية الي فبلادكم عجيب ضامنو مع زاكورة الريف أما مريكان راهي الراعي الأول للعالم ',neg
'فاللهم صبراً على مالم نحط به خبراً',neg
'لك الله يا أقصى أما المسلمون فهم نيام في سباتهم الذي طال ولن ينتهي',neg
'كلنا خائنون',neg
'كبر مقتا عند الله ان تقولون مالا تفعلون. ',neg
'عذرا يا رسول الله فقد فرطنا فى أولي القبلتين وثالث الحرمين 😥',neg
'عذرا يا عمر لقد ضيعنا الأمانة',neg
'يا صلاح الدين أخبرهم أنه لم يعد رجال فى المسلمين',neg
'لكى الله يا قدس لكي الله فنحن أمة كغثاء السيل',neg
'ستبقى القدس عاصمة فلسطين #',neg
'واضم صوتي لصلاح وللتمسماني القح حتى يعطى لنا حقنا من ثروات هده التيرا تلك الاثناء سيكون لنا نضر',neg
'حتى اجد الشغل و الكرامة و الحرية و...... حينها ا فكر في الصحراء.هدا الامر لا يهمني اطلاقا.و شكر',neg
'الصحراء في عيون المغاربة والحوت والفوسفاط لي فيها في عيون المخزن وخدام الدولة ومن يحمي عليهم ',neg
'رحم الله الفقيد القدافي',neg
'حسبنا اله و نعم الوكيل اللهم انصر اخواننا في فلسطين و اضعف كيد الصهاينة الكافرين و يا قدس كنت وما تزالين و ستضلي ان شاء الله عاصمة فلسطين هدا وعد الله و صدق الله وعده',neg
'يا حكام العرب غادي تبقاو ديما ظعفاء ومذلولين ومكروهين الى الابد',neg
'شمايت ا مش ارجال انا وليت كنحشم نقول انا عربي والله دبا غاد تولي كلمة عربي فالغرب هي شماته',neg
'ماكان ترامب ليأخذ هذا القرار لولا الضوء الاخضر من بعض حكام العرب وخاصة محمود عباس والمحيطين به وبذلك يكون قد عرى عوراتهم ',neg
'السبب هو تشتت العرب والمسلمين وانشغالهم بالتناحر في مابينهم. ',neg
'هذا ما يستهل العرب.هذه الا البداية .يتركون المساجد فارغة و يخرجون بالشعارات و والوقفات في الشوارع ',neg
'اتفقا العرب على ان لايتفقوا هدا هو حال العرب اما من ناحية سلالة قريش ال سعود لقد دمروا الامة الاسلامية كثرة اموالهم وطاحت كرامتهم ',neg
'شاء من شاء وآبى من آبى ..',neg
'الله يرحمه على هاد الجملة. .إنه العرب ما متافقينش وما كتجمعهم حتى حاجة سوى القاعة',neg
'طريقة توقيع ترامب ابغضتني اكثر و كانه يوجه صفعة الى كل حكام العرب٠',neg
'كل من يريد الدفاع عن القدس يستطيع مقاطعة المنتجات الأمريكية دون انتظار قرار دولته ',neg
'،في الأخير لك الله سبحانه وتعالى يا فلسطين ويا قدس ولا حول ولا قوة إلا بالله العلي العظيم. ',neg
'كيف لا يعلن ترامب القدس عاصمة لإسرائيل ومعظم الحكام العرب في سبات عميق لا يهمهم سوى الحفاظ على كرسي الحكم وتكديس الثروات على حساب شعوبهم المقهورة،',neg
'كرامة الوطن اولا ',neg
'لحم الا خناز تهزوه ماليه الا بغا ارجع مع الهوات مرحبا ',neg
'يا بني ، لقد فاتك القطار ، كونا منتخب بدونك وحتي وإن انهزم فلا بأس. ',neg
'ستندم على هادا يا منير الحدادي . من صنع منك الاعب',neg
'ن لا ترغب أن تلعب مع الأسود ! الأسبقية و المشاركة لمن له غيرة و قتالية على بلده و لمن شارك في الاقصاءيات و ليس لانتهازي اختار للعب لبلد آخر !!',neg
'منير الحدادي لاعب بدون روح وطنية ،',neg
'من خلال تحركاته هذه احب ان يرفعو اسهم برصته فقط .',neg
'لا نريدك . تحمل نتيجة اختيارك لأنك ليس وطني حر و طماع تريد استغلال تواجد المغرب في المونديال للرفع من اسهمك للفت أنظار البارسا .لا ثم لا للخونة',neg
'الجمهور المغربي لا يشرفه ان تكون بين لاعبي المنتخب ولو كنت احسن من مراضونة..وحتى لو كنت متواجد سيكرهنك وهدا من حقهم لانك تعاليت و تجبرت عندما طلبو منك اللعب للمنتخب المغربي ',neg
'لا نريد اي لاعب اخر في المنتخب..يكفي المشاركة بلاعبين الدين تحملو عبىء الاقصائيات.فلا يعقل ان يشارك لاعب في الاقصائيات حتى يحقق الهدف و يىأتي بلاعب اخر مكانه الى المنديال. ',neg
'تا لاحوك عاد تفكارتي بلادك؟ الله ينعل لي مايحشم',neg
'لا ثم لا ثم لا لا يجب قبوله ف يالفريق الوطني',neg
'..فحتى المغرب لا يتشرف بلاعب متلك و لا يشرف ان تحمل قميص الاسود ',neg
'لا نريد من بدّلنا',neg
'حمزة منديل.ليس مؤهلا لحمل القميس الوطني لحد الآن',neg
'مايحدت إلا بسبب بعدنا عن ديننا،فحسبنا الله و نعم الوكيل',neg
'ما كانت العذراء ليدنس شرفها لو كان حولها رجال، هدا القرار عرى العرب و أبانهم ',neg
'سوقو خاوي ناقص خصوصا بعدما تعرفنا على المنتخبات اللي غادي نلعبو ضدها في المونديال اللي فرط يكرط',neg
'منك لله يا ترامب ربنا كبير وقادر على نصر فلسطين الله منتقم جبار',neg
'حتی الان لافهم اغلب الناس يلمون ترامب و دولۃ الصهاينۃ .القدس بيعت من قبل مصر و ال سعود و دولۃ الماسونيۃ الامارات و سكوت العالم الاسلامي لهذا اقول كفی ثرثرۃ نحن نندد و نشجب وووو ولكن ماذا قدمت للقدس حتی تغضبون النفاق النفاق ',neg
'ربنا معاكم',neg
'ذا أردنا القدس وفلسطين فلا بد لنا من صلاح الدين آخر.',neg
'هذا كله لا علاقة له بالحقيقة . الحقيقة الواضحة والمرة هي ! بيع حكام العرب للقدس',neg
'المسلمون يحاربون بعضهم البعض ',neg
'اتفق عرب الا يتفقوا اما سياسة فرنسا فهي سياسة فرق تسد الذي اثمرت نتائجها في تفريق دولتين التي من مفروض يجمعهماا تاريخ و لغة مشتكرة وبالتالي فرنسا رابحة مع طرفين وشكرا',neg
'تظاهرات ما تطعمي خبز ههههههه ستين سنة هههههه',neg
'صحافي مريض متقوقع في ما وضع فيه من طرف حكام بلاده',neg
'لا لا نريدك مع المنتخب المغربي فما لدينا يكفينا و زيادة. أنت اخترت و انتهى الأمر ',neg
'لا يحق له ان يأخد مكان من حارب على اتأهل في أفربقيا',neg
'شي يتقاتل شي يديها باردة هادو باغيين يديرو امشاكل لالمنتخب الاعبين ماي قبللوشي بهاد المنظر ',neg
'أرفض رفضا مطلقا مشاركة هذا اللاعب ضمن المنتخب المغربي',neg
'الصيف ضيعت اللبن. يجب ان تكون عبرة للخلف ',neg
'المونديال للاسود اللذين كافحوا من اجله وحققوا التأهل لا للخونة ',neg
'انه لأمر محزن ويحز في التفس ما نقرأه من تعاليق بعض المغاربة المغتربين.',neg
'انك وأمثالك لن تعرفوا الم الهجرة الا عند تقدمكم في السن وعندما يتلقون النظرات المهينة من سكان البلد الذي تقطنون به ',neg
'اقول لك نصيحة شخصيا ايها الفتى الحدادي، دع لقجع والمدرب والمنتخب مركزين في مجموعتهم المتجانسة القوية، ولا تشوش عليهم',neg
'نحن ضد عودته تماما الخائن يبقى خائن نريد لاعبين وطنيين حتى النخاع ',neg
'هذا الرجل ليست لديه أية وطنية لأن همه الوحيد هو الظهور على حساب المغرب وتحقيق النجومية على حساب المغرب',neg
'بلداننا باختصار لا تشكو من قلة الموارد هي فقط تعاني من كثرة اللصوص و سطوتهم و تحالفهم و تآزرهم في مواجهة الشعب ',neg
'ا نريد شركات تنهج الغموض و لا تحترم الزبناء',neg
'لن ترضى عنا اليهود ولا النصارى حتى نتبع ملتهم يا غبي',neg
'هههههههههه.......سؤال غبببي جدااا...',neg
'قرد صغير يضحك على عقول الملايين من العرب والمسلمين،،',neg
'سؤال غبي و جواب ذكي .. والله الا كل نهار العرب يثبتون و بقوة انهم اتفقوا الا يتفقوا و انهم يعادون بعضه و هذا كان مدخلا ممهدا لليهود لتكملة "الباهية "',neg
'انا كنت من اشد المدافعين عن سوني xperia و لكن بعدها صدمت من جودة الصوت. تسمع صوت المتصل ضعيفا مقارنة بهواتف اخرى. هل من تعليق sony ',neg
'الشروط والقوانين السياقة. وأين التطبيق القوانين السياقة. حرب الطروق في المملكة تقثل الرواح باهيضة',neg
'التسعيرة غالية بزاف 3400 د ليس في استطاعة الجميع رغم انهم يغلفونها بالجودة وعلاقتها بعدد حوادث السير المرتفع',neg
'هادشي كيبقى غي إحتال على المواطن في غياب قانون يأكد داكشي لي كيگول هذا خونا',neg
'ومن قال لكم أن المسؤولون يهتمون بالبشر فهم غير مبالون ولو مات الملايين ولاكن همهم هو ملأ صناديق الدولة و جيوب المسؤولين وموظفيهم الصغار إنهم عصابات تحكم بلدنا الحبيب ',neg
'رخصة السياقة بيزنس بالمغرب مند اغبر الغابرين وليس فقط الان',neg
'الطمع والغرورر بنادم طماع على الوهمالمجتمع لم يعد يثق في القاة و المحاكم ',neg
'بغينا العدالة أما الأشخاص غير خليوهم قدام أو ليداتم ',neg
'كان الله في عونكم أيها الأطباء المخلصون',neg
'مسرحية تافهة و حقيرة المراد منها اثارة انتباه الناس لاغير ',neg
'حكومة فاشلة المغرب عندو مشاكيلو خصو يدخل سوق راسو ',neg
'يالطيف يالطيف يالطيف .. تفو على هذا المرض المزمن السرطاني الأسرائيلي',neg
'وهل هؤلاء أطباء من ينظر إليهم للوهله الأولى لا يعتقد أنهم أطباء ',neg
'اناس اكثريتهم ذوو قلوب غليظة مصفحة لا يفهمون ماهي الانسانية',neg
'اشخاص في معظمهم يربطون اهتمامهم بالمريض بمدى كمية الحصول على المقابل الغليظ المادي...',neg
'انها مساءلة حياة او موة .في بلد لايحترم حقوق الانسان .',neg
'عار وحيف ان تعامل دكتوراه الطب كاماستر في منظومة الاجور بالمغرب. ',neg
'هل الشعب كله يكذب وانتم الصادقون يا اطباء???نعم انتم دائما غائبون .وتشتغلون ساعة واحدة في اليوم وحتى تلك الساعة تتعجرفون على المواطن المريض ولا تتركون له حتى المجال للتكلم . ',neg
'اوا سيرو تخدموا راكوم كتحيدو الدم لعباد الله فالعام والخاص ماكاتحشموش ',neg
'ترمب لا يحترم ولا يقدر العرب والمسلمين',neg
'رحم الله الحسن الثاني، انه كان من الصادقين',neg
'القدس عربية إلى أن يرث الله الأرض ومن عليها ',neg
'ولكن كولشي على الاعلام الي كيصور اوروبا في الافلام على انها ',neg
'لم نرى الا القليل من المشاكل من طرف المهاجرين الافارقة،المشاكل الصعبة و الكبرى ستأتي مستقبلا',neg
'انها سياسات المرتدين سلمان وابنه لارضاء ولي امرهم الصليبي النجس ترامب على حساب مقدساتنا والله لو طلب منهم الكعبه ومسجد النبي مقابل بقائهم في الحكم لفعلوها عليهم لعنة اللهجنه',neg
'الملاهي والافار والدوران والبنات الزعرات والرجال الزوعر وايضا خرج واحد سرطان',neg
'يرفعون علم الانفصال ويبعدون العام الوطني ومع ذلك يتشدقون بالمظالم والحقوق. لا حقوق لمن يرفع علم الانفصال',neg
'في الصورة حمزة منديل وشقيقه الصغير ههههه. حمزة لاعب ضعيف لا يستحق التواجد بالمونديال',neg
'لاعب ضعيف جداا غيرة لديه في دينه وعروبته .كيف ما كان الحال المغرب والجزاير اخوة ',neg
'سؤال بليد من إعلامي بايد وهذا ديدن بعض من إخوتنا في الجزائر (عقدة المغرب)',neg
'الله أكبر القدس عاصمة فلسطين الأبدية و لقد فتحتم أبواب جهنم عليكم يا يهود',neg
'لا وجود لنشطاء أو لجمعيات حقوق الإنسان كل ما هنالك هو مجموعة من الانتهازيين والمرتزقة ولو اقتضى الأمر على حساب أمن ومصلحة الوطن ',neg
'حسبنا الله و نعم و الوكيل. يا حي يا قيوم برحمتك نستغيث، اصلح حال امورنا كلها و لا تكلنا الى انفسنا طرفة عين ',neg
'وضعية صعبة في جبال جزر الوقواق !!ليس في هذا البلد مثل هذه الضروف .',neg
'و هدا من اسباب الموت والامراض والهجرة والدعارة والتسول والاجرام ووو. ونعم التوزيع العادل و إلا فلا !',neg
'المرجو من السلطات الالتفات الى جزء من الاطلس الكبير المنسي و المهمش الى ابعد الحدود،وهم سكان امين الدونيت و قبائل سكساوة بشيشاوة ',neg
'المغربي (بلا تعميم طبعاً) "محكور" أينما حل وارتحل لأنه ببساطة شديدة "حكار" في قرارة نفسه.',neg
'اغبى شعب فالعالم دابا هذا سؤال 😂😂😂 كون غير سولو على الجماجم الجزائرية لي مزالا في فرنسا',neg
'حسبك ايها الماكر من الغرور لا تضع شروط كي لا تتحول الى شرور وتعصف باحلامك',neg
'العقول المنوره لها كذلك شعوبها الراقية ليست كالحالة الزفت لصحافة وشعوب وحكام القزدير والشوهة ',neg
'لمغرب العربي تحت رحمة السياسة الفرنسية',neg
'الشعب لايريد لا حقوق ولا حريات جنسيه ولا افطار علني ',neg
'أطلقوا سراح المعتقلين و ابحثوا على سارقي المال العام ',neg
'ان عنف مثل هدا الفصيلة الافريقية مثل عنف القردة المتوحشة وبهدا التمرد المفتعل الخطير',neg
'لا حول ولا قوة إلا بالله العلي العظيم',neg
'المرجوا ان نتجند جميعا لنطرد هذه الحيونات المفترسة من المغرب رغم ان النظام',neg
'قلنا لكم هذ الأفارقة راهم يخافون ما يحشمو ',neg
'،استغرب لهاذ السياسية خصوصا و ان شبابنا يعاني من البطالة و الفقر ',neg
'قوم ادا تركوا للقدر سياتون على الاخضر واليابس.....قوم لا يميلون الى البحث عن عمل.....قوم يتسولون .... يريدون العيش عالة على عباد الله.....لدلك وجب تاطيرهم ',neg
'لعنة الله على آل سعود ابناء اليهود ..',neg
'جعل الله كيدكُم في نُحورِكُمْ ياخنازير الأُمَّـة',neg
'اناس اكثريتهم ذوو قلوب غليظة مصفحة لا يفهمون ماهي الانسانية ',neg
'هل الشعب كله يكذب وانتم الصادقون يا اطباء???نعم انتم دائما غائبون ',neg
'عار وحيف ان تعامل دكتوراه الطب كاماستر في منظومة الاجور بالمغرب',neg
'اوا سيرو تخدموا راكوم كتحيدو الدم لعباد الله فالعام والخاص ماكاتحشموش ',neg
'عاهر السعوديةعسى الله يطقكم في بعض انتو وايران ورئيس مصر وحلفائه ..وتاكلوا بعض',neg
'اخرس ياكلب يانجس لاتتكلم عن اسيادك بمص',neg
'السعودية الغبية سوف تاكل الطعم قريبا ههههه',neg
'كيانكم اضعف من أن تكون لكم عاصمه، انتم حثالة العالم.',neg
'محمد سلمان الصهيوني خادم الصهاينة الوفي 👎👎👎 بإذن الله تعالى سيكون زوال ملك آل سلول علي يديه ',neg
'ربي ينكِّس أعلامكُم ..ويقلل من مقداركَم يامُهانين ..',neg
'يامُتخاذلين ياأعداء الإسلام والمُسلمين',neg
